station_id,capacity,station_code,station_name,lcd_racks,qr_racks,operation_type,capacity_source
ST-2594,10,4484.0, 잠실나루역4번출구뒤,,10.0,QR,seoul_open_data
ST-2593,10,4483.0, 잠실나들목4,,10.0,QR,seoul_open_data
ST-2592,25,4481.0, 올림픽공원 북2문 B,,25.0,QR,seoul_open_data
ST-2591,20,,,,,,fallback_20
ST-2590,20,,,,,,fallback_20
ST-259,10,549.0, 아차산역 3번출구,10.0,,LCD,seoul_open_data
ST-2589,20,,,,,,fallback_20
ST-2588,10,4475.0, 송파파인타운 4단지 403동,,10.0,QR,seoul_open_data
ST-2587,10,4474.0, 가락현대 1차 11동 앞,,10.0,QR,seoul_open_data
ST-2586,20,,,,,,fallback_20
ST-2585,20,,,,,,fallback_20
ST-2584,20,,,,,,fallback_20
ST-2583,20,,,,,,fallback_20
ST-2582,20,,,,,,fallback_20
ST-2581,20,,,,,,fallback_20
ST-2580,15,4464.0, 올림픽공원 북2문 A,,15.0,QR,seoul_open_data
ST-258,20,548.0, 자양나들목,20.0,,LCD,seoul_open_data
ST-2579,20,,,,,,fallback_20
ST-2578,20,,,,,,fallback_20
ST-2577,20,,,,,,fallback_20
ST-2576,8,4460.0, 올림픽훼미리아파트 112동 앞,,8.0,QR,seoul_open_data
ST-2575,20,,,,,,fallback_20
ST-2574,50,4457.0, 아산병원 기숙사 부근,,50.0,QR,seoul_open_data
ST-2573,20,,,,,,fallback_20
ST-2572,15,4453.0, 위례중앙푸르지오 201동 앞,,15.0,QR,seoul_open_data
ST-2571,10,4452.0, 삼성SDS,,10.0,QR,seoul_open_data
ST-2570,11,4320.0, 신영체르니 아파트,,11.0,QR,seoul_open_data
ST-257,8,546.0, 잠실대교북단 교차로,8.0,,LCD,seoul_open_data
ST-2569,25,3759.0, 이대서울병원,,25.0,QR,seoul_open_data
ST-2568,10,3654.0, 강동리버스트4단지아파트 405동 앞,,10.0,QR,seoul_open_data
ST-2567,10,3653.0, 강동리버스트4단지아파트 404동 앞,,10.0,QR,seoul_open_data
ST-2566,20,,,,,,fallback_20
ST-2565,6,4705.0, 웰니스센터(민방위교육장 앞),,6.0,QR,seoul_open_data
ST-2564,10,4557.0, 리버뷰신안인스빌2차 후문,,10.0,QR,seoul_open_data
ST-2563,10,4556.0, 리버뷰신안인스빌1차 후문,,10.0,QR,seoul_open_data
ST-2562,20,,,,,,fallback_20
ST-2561,5,4253.0, 홍은도담도서관,,5.0,QR,seoul_open_data
ST-2560,10,4114.0, 휘경여중고삼거리,,10.0,QR,seoul_open_data
ST-256,20,544.0, 광남중학교,20.0,,LCD,seoul_open_data
ST-2559,10,3907.0, 신도림7차e편한세상아파트 806동 앞,,10.0,QR,seoul_open_data
ST-2558,9,3786.0, 강서힐스테이트 상가 앞,,9.0,QR,seoul_open_data
ST-2557,11,3798.0, 그랜드아이파크아파트 앞,,11.0,QR,seoul_open_data
ST-2556,10,3797.0, 마곡수명산파크7단지 710동 앞,,10.0,QR,seoul_open_data
ST-2555,8,3796.0, 송정역 3번출구 앞,,8.0,QR,seoul_open_data
ST-2554,20,,,,,,fallback_20
ST-2553,20,3794.0, 안양천합수부(현대3차아파트),,20.0,QR,seoul_open_data
ST-2552,10,3793.0, 더리브골드타워,,10.0,QR,seoul_open_data
ST-2551,10,3792.0, 화곡본동시장 입구,,10.0,QR,seoul_open_data
ST-2550,20,,,,,,fallback_20
ST-255,20,543.0, 구의공원(테크노마트 앞),,20.0,QR,seoul_open_data
ST-2549,10,4076.0, 도봉통합복지센터 뒤 중랑천 변,,10.0,QR,seoul_open_data
ST-2548,15,3878.0, 장로회신학대학교 주기철 기념관,,15.0,QR,seoul_open_data
ST-2547,8,3873.0, 동서울우편집중국 앞,,8.0,QR,seoul_open_data
ST-2546,10,3868.0, 자양한강도서관,,10.0,QR,seoul_open_data
ST-2545,8,3865.0, 이튼타워리버 2차,,8.0,QR,seoul_open_data
ST-2544,11,3864.0, 광진소방서 앞,,11.0,QR,seoul_open_data
ST-2543,10,3863.0, 동일로58길 입구,,10.0,QR,seoul_open_data
ST-2542,10,3860.0, 건국대학교 정문 앞,,10.0,QR,seoul_open_data
ST-2541,18,3853.0, 어린이대공원역 2번출구,,18.0,QR,seoul_open_data
ST-2540,20,,,,,,fallback_20
ST-254,19,542.0, 강변역 4번출구 뒤,,19.0,QR,seoul_open_data
ST-2539,10,3766.0, 강서문화센터,,10.0,QR,seoul_open_data
ST-2538,17,3760.0, 발산역 8번 출구,,17.0,QR,seoul_open_data
ST-2537,10,4214.0, JTBC 앞,,10.0,QR,seoul_open_data
ST-2536,15,4213.0, 마포구중앙도서관 정문 앞,,15.0,QR,seoul_open_data
ST-2535,10,4212.0, 한화오벨리스크 앞,,10.0,QR,seoul_open_data
ST-2534,8,4211.0, 시석빌딩 앞,,8.0,QR,seoul_open_data
ST-2533,7,4210.0, 가좌행복주택 앞,,7.0,QR,seoul_open_data
ST-2532,10,4208.0, 스타벅스(동교동) 앞,,10.0,QR,seoul_open_data
ST-2531,10,4207.0, 아만티호텔 앞,,10.0,QR,seoul_open_data
ST-2530,7,4206.0, 광흥창역5번출구,,7.0,QR,seoul_open_data
ST-253,8,540.0, 군자역 7번출구 베스트샵 앞,8.0,,LCD,seoul_open_data
ST-2529,20,,,,,,fallback_20
ST-2528,9,4202.0, 프런트원(공덕역4번출구 앞),,9.0,QR,seoul_open_data
ST-2527,10,4791.0, 명동역9번 출구,,10.0,QR,seoul_open_data
ST-2526,8,4785.0, 롯데시티호텔,,8.0,QR,seoul_open_data
ST-2525,10,4784.0, 중부경찰서앞 사거리,,10.0,QR,seoul_open_data
ST-2524,20,,,,,,fallback_20
ST-2523,20,,,,,,fallback_20
ST-2522,10,4776.0, 신세계면세점,,10.0,QR,seoul_open_data
ST-2521,10,4775.0, 을지로지하쇼핑센터,,10.0,QR,seoul_open_data
ST-2520,9,4774.0, 을지로입구역 8번출구,,9.0,QR,seoul_open_data
ST-252,10,539.0, 군자교교차로,,10.0,QR,seoul_open_data
ST-2519,10,4772.0, 중앙일보,,10.0,QR,seoul_open_data
ST-2518,20,,,,,,fallback_20
ST-2517,10,4762.0, 국제빌딩,,10.0,QR,seoul_open_data
ST-2516,10,4761.0, 중부경찰서앞사거리 건너편,,10.0,QR,seoul_open_data
ST-2515,20,,,,,,fallback_20
ST-2514,10,4753.0, 시청역 10번출구,,10.0,QR,seoul_open_data
ST-2513,5,4707.0, 청계3가 사거리,,5.0,QR,seoul_open_data
ST-2512,20,,,,,,fallback_20
ST-2511,8,4703.0, 쌍용아파트2단지 정문,,8.0,QR,seoul_open_data
ST-2510,20,,,,,,fallback_20
ST-251,20,550.0, 서울시설공단 앞,,20.0,QR,seoul_open_data
ST-2509,10,4123.0, 배봉초교 교차로,,10.0,QR,seoul_open_data
ST-2508,10,4122.0, 청계9가교차로 앞,,10.0,QR,seoul_open_data
ST-2507,15,4121.0, 서울문화재단 앞,,15.0,QR,seoul_open_data
ST-2506,10,4117.0, 휘경119안전센터 앞,,10.0,QR,seoul_open_data
ST-2505,10,4116.0, 이문e편한세상아파트 앞,,10.0,QR,seoul_open_data
ST-2504,10,4113.0, 한국국방연구원 앞,,10.0,QR,seoul_open_data
ST-2503,20,,,,,,fallback_20
ST-2502,10,4110.0, 용두롯데캐슬리치아파트 앞,,10.0,QR,seoul_open_data
ST-2501,10,4108.0, 답십리파크자이아파트 앞,,10.0,QR,seoul_open_data
ST-2500,10,4107.0, 장안동근린공원 입구,,10.0,QR,seoul_open_data
ST-250,20,,,,,,fallback_20
ST-25,20,123.0, 문화촌 공원,,20.0,QR,seoul_open_data
ST-2499,10,4105.0, 서울교통공사사거리 교통섬,,10.0,QR,seoul_open_data
ST-2498,10,4104.0, 외대앞역 교차로,,10.0,QR,seoul_open_data
ST-2497,10,4103.0, 휘경sk뷰아파트 앞,,10.0,QR,seoul_open_data
ST-2496,7,4102.0, 휘경1동주민센터 앞,,7.0,QR,seoul_open_data
ST-2495,20,,,,,,fallback_20
ST-2494,35,3789.0, 염창나들목,,35.0,QR,seoul_open_data
ST-2493,15,3788.0, 정곡나들목,,15.0,QR,seoul_open_data
ST-2492,32,6184.0,한강버스 마곡 선착장,,32.0,QR,seoul_open_data
ST-2491,10,3784.0, 벽산아파트,,10.0,QR,seoul_open_data
ST-2490,10,3783.0, 마곡금호어울림아파트,,10.0,QR,seoul_open_data
ST-249,10,537.0, 한양대후문역 부근,10.0,,LCD,seoul_open_data
ST-2489,10,3782.0, 겸재정선미술관,,10.0,QR,seoul_open_data
ST-2488,12,3781.0, 강서아동복지센터,,12.0,QR,seoul_open_data
ST-2487,22,3780.0, 등촌서광아파트,,22.0,QR,seoul_open_data
ST-2486,10,3778.0, 김포공항입구 교차로,,10.0,QR,seoul_open_data
ST-2485,20,,,,,,fallback_20
ST-2484,10,3776.0, 김포공항사거리,,10.0,QR,seoul_open_data
ST-2483,10,3775.0, 가양오토갤러리,,10.0,QR,seoul_open_data
ST-2482,15,3772.0, 길성그랑프리텔아파트,,15.0,QR,seoul_open_data
ST-2481,10,3767.0, 대원빌딩,,10.0,QR,seoul_open_data
ST-2480,10,3765.0, 문소빌딩,,10.0,QR,seoul_open_data
ST-248,8,536.0, 행당역 2번출구 앞,8.0,,LCD,seoul_open_data
ST-2479,18,3763.0, 등촌태영아파트,,18.0,QR,seoul_open_data
ST-2478,10,3761.0, 나이아가라관광호텔,,10.0,QR,seoul_open_data
ST-2477,10,3756.0, 마곡힐스테이트 정문,,10.0,QR,seoul_open_data
ST-2476,10,3753.0, 공항중학교 버스정류장,,10.0,QR,seoul_open_data
ST-2475,20,,,,,,fallback_20
ST-2474,20,,,,,,fallback_20
ST-2473,8,4710.0, 자교교회 앞,,8.0,QR,seoul_open_data
ST-2472,6,4708.0, 조계사앞사거리,,6.0,QR,seoul_open_data
ST-2471,20,,,,,,fallback_20
ST-2470,10,4653.0, 불광역 9번 출구 맞은편,,10.0,QR,seoul_open_data
ST-247,11,535.0, 응봉삼거리,,11.0,QR,seoul_open_data
ST-2469,8,4625.0, 용산공원갤러리앞,,8.0,QR,seoul_open_data
ST-2468,8,4362.0, 행당중학교 후문,,8.0,QR,seoul_open_data
ST-2467,15,4360.0, 르노삼성자동차 성수사업소 앞,,15.0,QR,seoul_open_data
ST-2466,8,4353.0, 코오롱디지털타워 3차앞,,8.0,QR,seoul_open_data
ST-2465,15,3905.0, 희훈타워빌 앞,,15.0,QR,seoul_open_data
ST-2464,10,3904.0, 테크노마트 앞,,10.0,QR,seoul_open_data
ST-2463,10,3903.0, 현대아파트 앞,,10.0,QR,seoul_open_data
ST-2462,20,,,,,,fallback_20
ST-2461,10,3714.0, 송천센트레빌,,10.0,QR,seoul_open_data
ST-2460,20,,,,,,fallback_20
ST-246,10,534.0, 금호사거리,,10.0,QR,seoul_open_data
ST-2459,10,3707.0, 드래곤타워 앞,,10.0,QR,seoul_open_data
ST-2458,20,,,,,,fallback_20
ST-2457,10,3655.0, 둔촌신성미소지움아파트,,10.0,QR,seoul_open_data
ST-2456,8,4629.0, 한강초교보도육교 앞,,8.0,QR,seoul_open_data
ST-2455,7,4627.0, 효창공원앞역 5번출구 옆,,7.0,QR,seoul_open_data
ST-2454,20,,,,,,fallback_20
ST-2453,10,4623.0, 라인프랜즈이태원점 앞,,10.0,QR,seoul_open_data
ST-2452,6,4622.0, 한강중학교 앞 버스정류장,,6.0,QR,seoul_open_data
ST-2451,8,4620.0, 삼각지역 14번 출구 앞(교통섬),,8.0,QR,seoul_open_data
ST-2450,10,4619.0, 한강트럼프월드3차 앞,,10.0,QR,seoul_open_data
ST-245,7,533.0, 금남시장 교차로,7.0,,LCD,seoul_open_data
ST-2449,10,4618.0, 풍전아파트 건너편,,10.0,QR,seoul_open_data
ST-2448,6,4617.0, 동원베네스트 건너편,,6.0,QR,seoul_open_data
ST-2447,15,4616.0, 신용산지하차도 앞,,15.0,QR,seoul_open_data
ST-2446,7,4615.0, 크라운호텔앞 버스정류소,,7.0,QR,seoul_open_data
ST-2445,7,4613.0, 서울갤러리아 앞,,7.0,QR,seoul_open_data
ST-2444,8,4612.0, 한남 준 JFSS 앞,,8.0,QR,seoul_open_data
ST-2443,10,4611.0, 국제루터교회 앞,,10.0,QR,seoul_open_data
ST-2442,10,4610.0, 한남나인원 105동 앞,,10.0,QR,seoul_open_data
ST-2441,10,4609.0, 파크타워 104동 앞,,10.0,QR,seoul_open_data
ST-2440,10,4608.0, 국립중앙박물관 정문 앞,,10.0,QR,seoul_open_data
ST-244,9,530.0, 청계벽산아파트 앞,9.0,,LCD,seoul_open_data
ST-2439,10,4607.0, 국립중앙박물관 -용산가족공원 앞,,10.0,QR,seoul_open_data
ST-2438,20,,,,,,fallback_20
ST-2437,15,4604.0, 원효로다목적체육관 앞,,15.0,QR,seoul_open_data
ST-2436,20,,,,,,fallback_20
ST-2435,8,3906.0, 천왕차량사업소 입구,,8.0,QR,seoul_open_data
ST-2434,10,4782.0, 서소문역사공원,,10.0,QR,seoul_open_data
ST-2433,10,4781.0, 브라운스위트레지던스,,10.0,QR,seoul_open_data
ST-2432,23,4766.0, 서소문성지역사박물관,,23.0,QR,seoul_open_data
ST-2431,20,4765.0, 동대문디자인플라자,,20.0,QR,seoul_open_data
ST-2430,10,4760.0, 서울역 7번출구,,10.0,QR,seoul_open_data
ST-243,8,529.0, 장한평역 8번 출구 앞,,8.0,QR,seoul_open_data
ST-2429,20,,,,,,fallback_20
ST-2428,20,,,,,,fallback_20
ST-2427,10,4711.0, 올림픽기념 국민생활관 로터리,,10.0,QR,seoul_open_data
ST-2426,20,,,,,,fallback_20
ST-2425,10,4652.0, 신사두산위브2차아파트 앞,,10.0,QR,seoul_open_data
ST-2424,20,,,,,,fallback_20
ST-2423,20,,,,,,fallback_20
ST-2422,10,3013.0,서울지방고용노동청 앞,,10.0,QR,seoul_open_data
ST-2421,20,,,,,,fallback_20
ST-2420,7,3600.0,사근빗물펌프장 건너편,,7.0,QR,seoul_open_data
ST-242,10,526.0, 용답토속공원 앞,,10.0,QR,seoul_open_data
ST-2419,10,2746.0,수명산파크 4단지 411동 앞,,10.0,QR,seoul_open_data
ST-2418,20,,,,,,fallback_20
ST-2417,10,2550.0,양재동 꽃시장 건너편,,10.0,QR,seoul_open_data
ST-2416,20,,,,,,fallback_20
ST-2415,18,2548.0,반포1동 자율방범초소 옆,,18.0,QR,seoul_open_data
ST-2414,7,2547.0, 반포래미안 리오센트,,7.0,QR,seoul_open_data
ST-2413,20,,,,,,fallback_20
ST-2412,9,2745.0,수명초등학교,,9.0,QR,seoul_open_data
ST-2411,25,2744.0,강서세무서 앞,,25.0,QR,seoul_open_data
ST-2410,10,2659.0,서울친환경유통센터,,10.0,QR,seoul_open_data
ST-241,20,525.0, 한양대병원사거리,,20.0,QR,seoul_open_data
ST-2409,10,2658.0,가락몰 업무동,,10.0,QR,seoul_open_data
ST-2408,10,3588.0,세종대학교(영실관),,10.0,QR,seoul_open_data
ST-2407,15,3587.0,우성식품 앞,,15.0,QR,seoul_open_data
ST-2406,10,1382.0,래미안월곡아파트 입구,,10.0,QR,seoul_open_data
ST-2405,8,1574.0,송중초등학교 옆,,8.0,QR,seoul_open_data
ST-2404,20,2539.0,대한무역투자진흥공사 KOTRA 앞,,20.0,QR,seoul_open_data
ST-2403,20,,,,,,fallback_20
ST-2402,20,,,,,,fallback_20
ST-2401,10,1571.0,북서울 꿈의 숲 입구,,10.0,QR,seoul_open_data
ST-2400,20,,,,,,fallback_20
ST-240,10,524.0, 래미안금호하이리버 아파트 102동 옆,,10.0,QR,seoul_open_data
ST-24,10,122.0, 신성기사식당 앞,,10.0,QR,seoul_open_data
ST-2399,20,,,,,,fallback_20
ST-2398,10,797.0,목동아파트 1422동 1434동 사잇길,,10.0,QR,seoul_open_data
ST-2397,10,796.0,목동아파트 14단지 B상가 앞,,10.0,QR,seoul_open_data
ST-2396,22,795.0,양천 해누리타운,,22.0,QR,seoul_open_data
ST-2395,10,794.0,양천문화회관,,10.0,QR,seoul_open_data
ST-2394,12,3311.0,서울대입구역 4번 출구,,12.0,QR,seoul_open_data
ST-2393,15,3310.0,영락고등학교,,15.0,QR,seoul_open_data
ST-2392,20,,,,,,fallback_20
ST-2391,20,,,,,,fallback_20
ST-2390,20,,,,,,fallback_20
ST-239,7,523.0, 옥수동성당 옆,,7.0,QR,seoul_open_data
ST-2389,20,,,,,,fallback_20
ST-2388,20,,,,,,fallback_20
ST-2387,20,,,,,,fallback_20
ST-2386,20,,,,,,fallback_20
ST-2385,20,,,,,,fallback_20
ST-2384,20,,,,,,fallback_20
ST-2383,20,,,,,,fallback_20
ST-2382,10,2198.0,사랑의병원,,10.0,QR,seoul_open_data
ST-2381,20,,,,,,fallback_20
ST-2380,15,2196.0, 봉천역 3번출구,,15.0,QR,seoul_open_data
ST-238,9,522.0, 금호역 1번출구 앞,,9.0,QR,seoul_open_data
ST-2379,15,2195.0,은천교회,,15.0,QR,seoul_open_data
ST-2378,20,,,,,,fallback_20
ST-2377,20,,,,,,fallback_20
ST-2376,20,,,,,,fallback_20
ST-2375,10,2191.0,대학동주민센터,,10.0,QR,seoul_open_data
ST-2374,12,2190.0,도원맨션,,12.0,QR,seoul_open_data
ST-2373,15,2189.0, 봉천역 4번출구,,15.0,QR,seoul_open_data
ST-2372,20,,,,,,fallback_20
ST-2371,15,2187.0, 현대시장사거리,,15.0,QR,seoul_open_data
ST-2370,15,2186.0, 낙성대입구삼거리,,15.0,QR,seoul_open_data
ST-237,14,521.0, 왕십리역 11번 출구 앞,,14.0,QR,seoul_open_data
ST-2369,8,2096.0,서울특별시 동작관악교육지원청,,8.0,QR,seoul_open_data
ST-2368,10,2095.0,경문고등학교 앞,,10.0,QR,seoul_open_data
ST-2367,20,2094.0,숭실대학교(중문),,20.0,QR,seoul_open_data
ST-2366,8,2093.0,상도SH빌아파트 입구,,8.0,QR,seoul_open_data
ST-2365,10,2092.0,흑석한강푸르지오(110동),,10.0,QR,seoul_open_data
ST-2364,15,2091.0, 이수역9번출구,,15.0,QR,seoul_open_data
ST-2363,15,2090.0,기아자동차 사당점 앞,,15.0,QR,seoul_open_data
ST-2362,10,2089.0,사당역10번출구(금강빌딩),,10.0,QR,seoul_open_data
ST-2361,10,2088.0,상도중앙하이츠빌 입구,,10.0,QR,seoul_open_data
ST-2360,20,,,,,,fallback_20
ST-236,7,520.0, 상왕십리역 4번 출구 앞,,7.0,QR,seoul_open_data
ST-2359,22,2086.0,삼일수영장 앞,,22.0,QR,seoul_open_data
ST-2358,20,2085.0,강남중학교 앞,,20.0,QR,seoul_open_data
ST-2357,15,2084.0,e편한세상 상도노빌리티 앞,,15.0,QR,seoul_open_data
ST-2356,10,2083.0,흑석롯데캐슬에듀포레(107동),,10.0,QR,seoul_open_data
ST-2355,10,2082.0,7호선 이수역7번출구,,10.0,QR,seoul_open_data
ST-2354,20,,,,,,fallback_20
ST-2353,15,2080.0, 대방지하보도(대방동경남아너스빌아파트),,15.0,QR,seoul_open_data
ST-2352,25,2079.0,중앙대학교 중앙광장,,25.0,QR,seoul_open_data
ST-2351,13,2078.0,흑석 아크로리버하임(103동),,13.0,QR,seoul_open_data
ST-2350,10,2077.0,노들역 3번출구,,10.0,QR,seoul_open_data
ST-235,20,519.0, 양지사거리,,20.0,QR,seoul_open_data
ST-2349,20,,,,,,fallback_20
ST-2348,20,,,,,,fallback_20
ST-2347,20,,,,,,fallback_20
ST-2346,20,,,,,,fallback_20
ST-2345,20,,,,,,fallback_20
ST-2344,20,,,,,,fallback_20
ST-2343,10,3561.0,행당동 삼부APT후문,,10.0,QR,seoul_open_data
ST-2342,22,3560.0,성동구 견인차량 보관소 앞,,22.0,QR,seoul_open_data
ST-2341,10,3559.0,성동구민종합체육센터 앞,,10.0,QR,seoul_open_data
ST-2340,10,3558.0,마장동 금호어울림APT앞,,10.0,QR,seoul_open_data
ST-234,20,518.0, 청계천 박물관 앞,,20.0,QR,seoul_open_data
ST-2339,8,3557.0,서울숲리버뷰자이APT105동 앞,,8.0,QR,seoul_open_data
ST-2338,10,3556.0,신금호파크자이APT앞,,10.0,QR,seoul_open_data
ST-2337,10,3555.0,양지사거리(센트라스APT 115동앞),,10.0,QR,seoul_open_data
ST-2336,20,,,,,,fallback_20
ST-2335,10,3553.0,마장역3번출구,,10.0,QR,seoul_open_data
ST-2334,19,3552.0,서울숲 공영주차장앞,,19.0,QR,seoul_open_data
ST-2333,10,3551.0,성동도로사업소,,10.0,QR,seoul_open_data
ST-2332,20,3550.0,금호나들목,,20.0,QR,seoul_open_data
ST-2331,9,3549.0,건영아파트 앞,,9.0,QR,seoul_open_data
ST-2330,10,3548.0,뚝섬역 6번출구,,10.0,QR,seoul_open_data
ST-233,10,180.0, 충정로역 7번출구 아래,10.0,,LCD,seoul_open_data
ST-2329,12,3547.0,상왕십리역 6번 출입구,,12.0,QR,seoul_open_data
ST-2328,20,,,,,,fallback_20
ST-2327,10,3545.0,한양대역 1번출구,,10.0,QR,seoul_open_data
ST-2326,10,3544.0,한양대역 3번 출구,,10.0,QR,seoul_open_data
ST-2325,8,3586.0,군자역 비채온 오피스텔,,8.0,QR,seoul_open_data
ST-2324,20,,,,,,fallback_20
ST-2323,20,,,,,,fallback_20
ST-2322,20,,,,,,fallback_20
ST-2321,14,3582.0,화양동 우체국,,14.0,QR,seoul_open_data
ST-2320,15,3581.0,광진광장,,15.0,QR,seoul_open_data
ST-232,14,179.0, 가좌역 4번출구 앞,,14.0,QR,seoul_open_data
ST-2319,20,,,,,,fallback_20
ST-2318,20,3579.0,광진 캠퍼스시티,,20.0,QR,seoul_open_data
ST-2317,20,,,,,,fallback_20
ST-2316,20,,,,,,fallback_20
ST-2315,20,,,,,,fallback_20
ST-2314,6,3575.0, 자양사거리(서원빌딩),,6.0,QR,seoul_open_data
ST-2313,20,,,,,,fallback_20
ST-2312,15,3573.0,광나루안전체험관,,15.0,QR,seoul_open_data
ST-2311,20,,,,,,fallback_20
ST-2310,15,3571.0,화양 APT(횡단보도 옆),,15.0,QR,seoul_open_data
ST-231,20,175.0, 홍연2교옆,20.0,,LCD,seoul_open_data
ST-2309,10,3570.0,구의역 리버비스타 오피스텔,,10.0,QR,seoul_open_data
ST-2308,12,3569.0,건대병원후문,,12.0,QR,seoul_open_data
ST-2307,20,,,,,,fallback_20
ST-2306,20,,,,,,fallback_20
ST-2305,20,,,,,,fallback_20
ST-2304,20,,,,,,fallback_20
ST-2303,20,,,,,,fallback_20
ST-2302,5,3563.0,구의7단지현대아파트,,5.0,QR,seoul_open_data
ST-2301,15,1480.0,용마지구대 B,,15.0,QR,seoul_open_data
ST-2300,10,1479.0,면목 홈플러스 2,,10.0,QR,seoul_open_data
ST-230,8,173.0, 서대문역 8번출구 앞,8.0,,LCD,seoul_open_data
ST-23,15,121.0, 마포소방서 앞,,15.0,QR,seoul_open_data
ST-2299,15,1478.0,홈플러스 상봉점 앞,,15.0,QR,seoul_open_data
ST-2298,10,1477.0,면목삼익아파트 앞,,10.0,QR,seoul_open_data
ST-2297,20,,,,,,fallback_20
ST-2296,20,,,,,,fallback_20
ST-2295,10,1474.0,서울중랑우체국,,10.0,QR,seoul_open_data
ST-2294,10,1473.0,중랑역 1번 출구(중화문화복지센터),,10.0,QR,seoul_open_data
ST-2293,8,1472.0,영성빌딩(PAT),,8.0,QR,seoul_open_data
ST-2292,10,1471.0,동양쇼핑 정류소 앞,,10.0,QR,seoul_open_data
ST-2291,20,1470.0,중화동 우리은행 앞,,20.0,QR,seoul_open_data
ST-2290,20,1469.0,먹골역 4번출구,,20.0,QR,seoul_open_data
ST-229,20,,,,,,fallback_20
ST-2289,6,1468.0,먹골역 7번 출구,,6.0,QR,seoul_open_data
ST-2288,20,,,,,,fallback_20
ST-2287,10,1466.0,두산대림아파트 삼거리,,10.0,QR,seoul_open_data
ST-2286,20,,,,,,fallback_20
ST-2285,15,1464.0,중화역 4번출구,,15.0,QR,seoul_open_data
ST-2284,10,1463.0,중랑구민회관,,10.0,QR,seoul_open_data
ST-2283,9,1462.0,동부시장 북문 앞,,9.0,QR,seoul_open_data
ST-2282,12,1461.0,동양엔파트 앞,,12.0,QR,seoul_open_data
ST-2281,14,681.0,서울특별시 동부교육지원청(육교),,14.0,QR,seoul_open_data
ST-2280,22,680.0,꿈마루어린이도서관 앞,,22.0,QR,seoul_open_data
ST-228,10,171.0, 임광빌딩 앞,,10.0,QR,seoul_open_data
ST-2279,10,679.0,전농SK아파트 앞,,10.0,QR,seoul_open_data
ST-2278,21,678.0,장안힐스테이트(아) 앞,,21.0,QR,seoul_open_data
ST-2277,20,,,,,,fallback_20
ST-2276,9,676.0,FITI시험연구원 앞,,9.0,QR,seoul_open_data
ST-2275,20,,,,,,fallback_20
ST-2274,15,674.0,고대앞사거리 교통섬,,15.0,QR,seoul_open_data
ST-2273,10,673.0,안암골벽산아파트(후문),,10.0,QR,seoul_open_data
ST-2272,17,672.0,대광고등학교,,17.0,QR,seoul_open_data
ST-2271,10,671.0,대광빌딩,,10.0,QR,seoul_open_data
ST-2270,9,670.0,삼육서울병원 버스정류장,,9.0,QR,seoul_open_data
ST-227,10,170.0, DMC파크뷰자이아파트 302동 앞,10.0,,LCD,seoul_open_data
ST-2269,10,669.0,청계한신휴플러스앞 삼거리,,10.0,QR,seoul_open_data
ST-2268,20,,,,,,fallback_20
ST-2267,7,667.0,청량차도 육교 밑,,7.0,QR,seoul_open_data
ST-2266,20,666.0,이문대성유니드아파트 앞,,20.0,QR,seoul_open_data
ST-2265,11,665.0,이문동 쌍용아파트 정문,,11.0,QR,seoul_open_data
ST-2264,10,996.0,응암역2번출구 국민은행 앞,,10.0,QR,seoul_open_data
ST-2263,10,995.0,은평다목적체육관,,10.0,QR,seoul_open_data
ST-2262,10,994.0,북한산생태공원입구(교통섬),,10.0,QR,seoul_open_data
ST-2261,15,993.0,은평뉴타운 은뜨락아파트앞,,15.0,QR,seoul_open_data
ST-2260,10,992.0,북한산입구 정류장,,10.0,QR,seoul_open_data
ST-226,10,169.0, 북가좌 삼거리,,10.0,QR,seoul_open_data
ST-2259,10,991.0,흥국사 정류장,,10.0,QR,seoul_open_data
ST-2258,20,,,,,,fallback_20
ST-2257,10,989.0, 신응교(가좌로) 앞,,10.0,QR,seoul_open_data
ST-2256,20,,,,,,fallback_20
ST-2255,20,,,,,,fallback_20
ST-2254,20,,,,,,fallback_20
ST-2253,10,985.0, 은평세무서 버스정류장(은평구청 방면),,10.0,QR,seoul_open_data
ST-2252,9,984.0,상신초등학교앞 버스정류장,,9.0,QR,seoul_open_data
ST-2251,20,,,,,,fallback_20
ST-2250,10,982.0, 녹번초등학교(서오릉로),,10.0,QR,seoul_open_data
ST-225,20,,,,,,fallback_20
ST-2249,20,,,,,,fallback_20
ST-2248,20,,,,,,fallback_20
ST-2247,10,979.0,원풍빌라앞,,10.0,QR,seoul_open_data
ST-2246,10,978.0,녹번 힐스테이트상가앞,,10.0,QR,seoul_open_data
ST-2245,10,977.0,신도중학교앞,,10.0,QR,seoul_open_data
ST-2244,10,976.0,진관고등학교앞,,10.0,QR,seoul_open_data
ST-2243,10,975.0,백련산 힐스테이트상가앞,,10.0,QR,seoul_open_data
ST-2242,10,974.0,연신초등학교옆 마을마당,,10.0,QR,seoul_open_data
ST-2241,10,973.0,제각말푸르지오 5-1단지 아파트,,10.0,QR,seoul_open_data
ST-2240,10,870.0,노들섬 서측 앞,,10.0,QR,seoul_open_data
ST-224,15,167.0, 연가초등학교 옆,,15.0,QR,seoul_open_data
ST-2239,10,869.0,노들섬 동측 앞,,10.0,QR,seoul_open_data
ST-2238,20,,,,,,fallback_20
